customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
4,122,item3,2024-04-03,5,20,4,80
8,121,item4,2024-03-17,3,52,9,468
4,123,item1,2024-03-23,7,212,3,636
4,121,item7,2024-03-31,3,100,4,400
17,121,item4,2024-04-26,3,52,4,208
13,123,item6,2024-03-11,7,1.5,2,3.0
18,122,item6,2024-03-16,4,1.5,4,6.0
13,122,item1,2024-07-28,5,212,4,848
9,123,item7,2024-05-12,8,100,10,1000
18,121,item1,2024-05-05,1,212,6,1272
12,122,item8,2024-05-10,6,40,3,120
14,122,item1,2024-04-03,5,212,3,636
14,121,item6,2024-06-03,3,1.5,1,1.5
4,121,item6,2024-03-16,1,1.5,8,12.0
18,122,item8,2024-07-27,5,40,4,160
9,123,item8,2024-06-15,9,40,10,400
13,123,item8,2024-08-09,9,40,10,400
1,123,item4,2024-04-03,7,52,7,364
18,123,item1,2024-07-22,7,212,5,1060
4,122,item7,2024-06-29,5,100,6,600
14,121,item2,2024-07-25,1,50,1,50
18,121,item4,2024-06-20,1,52,6,312
2,122,item3,2024-06-26,5,20,6,120
18,123,item6,2024-07-30,9,1.5,8,12.0
1,121,item8,2024-05-31,1,40,10,400
20,121,item4,2024-06-29,1,52,6,312
9,121,item2,2024-05-25,2,50,5,250
11,122,item7,2024-05-18,4,100,7,700
10,121,item5,2024-05-31,3,110,1,110
10,123,item4,2024-03-15,9,52,2,104
10,121,item5,2024-06-08,1,110,8,880
18,122,item7,2024-06-15,6,100,9,900
13,122,item6,2024-07-11,5,1.5,4,6.0
12,121,item8,2024-07-15,3,40,6,240
2,123,item3,2024-06-12,9,20,3,60
17,121,item6,2024-06-02,1,1.5,5,7.5
16,123,item1,2024-06-10,9,212,1,212
16,122,item6,2024-05-11,5,1.5,6,9.0
5,122,item2,2024-05-25,6,50,10,500
13,123,item8,2024-07-30,8,40,1,40
5,123,item6,2024-05-04,7,1.5,9,13.5
13,121,item2,2024-06-19,2,50,8,400
20,121,item4,2024-04-09,1,52,3,156
18,122,item1,2024-08-10,5,212,2,424
8,122,item4,2024-04-12,4,52,9,468
13,123,item1,2024-08-15,7,212,4,848
7,121,item1,2024-05-27,1,212,10,2120
9,123,item4,2024-05-20,8,52,1,52
7,121,item4,2024-04-22,2,52,3,156
3,121,item4,2024-05-02,3,52,5,260
16,123,item4,2024-04-13,9,52,1,52
20,121,item4,2024-07-25,1,52,2,104
12,123,item1,2024-04-07,9,212,5,1060
13,123,item4,2024-04-14,8,52,7,364
7,123,item5,2024-05-28,8,110,5,550
2,122,item3,2024-07-08,6,20,3,60
3,123,item1,2024-03-18,7,212,4,848
14,123,item3,2024-08-03,8,20,8,160
3,121,item7,2024-06-04,3,100,7,700
14,122,item2,2024-07-03,6,50,9,450
6,122,item2,2024-04-18,5,50,5,250
20,123,item1,2024-07-22,7,212,3,636
18,123,item6,2024-06-14,8,1.5,7,10.5
2,121,item5,2024-07-12,2,110,5,550
14,123,item6,2024-03-20,7,1.5,4,6.0
13,121,item4,2024-07-05,3,52,2,104
3,121,item1,2024-07-21,2,212,5,1060
7,123,item2,2024-03-13,7,50,3,150
4,121,item4,2024-06-16,1,52,1,52
1,121,item7,2024-04-09,1,100,9,900
12,122,item3,2024-07-06,5,20,7,140
14,122,item4,2024-06-21,4,52,6,312
3,122,item3,2024-05-15,6,20,10,200
10,121,item1,2024-05-28,1,212,2,424
7,122,item5,2024-07-07,6,110,6,660
18,121,item6,2024-06-22,3,1.5,4,6.0
8,123,item7,2024-03-08,8,100,1,100
4,121,item4,2024-05-10,1,52,8,416
14,123,item1,2024-06-11,7,212,1,212
17,122,item7,2024-04-27,6,100,7,700
6,123,item5,2024-05-11,8,110,6,660
5,123,item2,2024-06-06,8,50,10,500
9,121,item7,2024-03-11,2,100,7,700
11,123,item8,2024-03-08,7,40,7,280
6,123,item2,2024-05-27,8,50,7,350
3,123,item4,2024-03-13,8,52,10,520
11,122,item5,2024-06-27,6,110,5,550
16,122,item8,2024-05-30,6,40,10,400
19,122,item6,2024-04-14,6,1.5,9,13.5
12,123,item6,2024-07-04,9,1.5,1,1.5
4,122,item1,2024-06-27,5,212,8,1696
2,121,item4,2024-05-16,3,52,1,52
3,122,item2,2024-05-01,6,50,7,350
11,123,item8,2024-04-20,7,40,1,40
1,123,item1,2024-03-10,7,212,2,424
20,121,item5,2024-08-06,3,110,6,660
12,122,item5,2024-06-05,5,110,6,660
2,121,item4,2024-08-01,1,52,1,52
13,123,item3,2024-03-16,8,20,6,120
5,121,item6,2024-03-12,1,1.5,6,9.0
13,122,item4,2024-05-21,4,52,1,52
11,122,item6,2024-05-14,4,1.5,2,3.0
9,121,item5,2024-03-14,3,110,9,990
13,121,item5,2024-06-16,1,110,10,1100
7,123,item4,2024-04-09,8,52,4,208
18,121,item2,2024-03-15,3,50,9,450
18,121,item1,2024-04-20,3,212,6,1272
5,121,item3,2024-05-01,2,20,1,20
12,121,item1,2024-03-27,1,212,7,1484
15,123,item7,2024-07-10,8,100,4,400
2,121,item2,2024-06-15,1,50,5,250
18,123,item2,2024-06-23,8,50,7,350
8,122,item8,2024-05-07,6,40,10,400
6,123,item7,2024-06-16,9,100,7,700
20,122,item1,2024-05-21,4,212,9,1908
11,122,item7,2024-07-20,4,100,6,600
5,121,item7,2024-04-26,2,100,9,900
17,122,item2,2024-04-19,5,50,10,500
18,121,item4,2024-05-12,1,52,3,156
6,123,item6,2024-03-18,9,1.5,5,7.5
18,121,item3,2024-05-14,3,20,3,60
17,123,item4,2024-08-03,8,52,7,364
9,123,item1,2024-06-10,8,212,1,212
7,121,item4,2024-06-15,2,52,7,364
1,122,item2,2024-03-12,6,50,9,450
10,121,item6,2024-07-18,3,1.5,8,12.0
15,122,item7,2024-07-08,5,100,2,200
12,122,item8,2024-06-16,4,40,9,360
1,122,item4,2024-04-07,6,52,2,104
9,123,item7,2024-06-06,8,100,1,100
17,122,item8,2024-03-25,4,40,9,360
16,122,item3,2024-05-16,5,20,6,120
13,122,item2,2024-08-20,5,50,6,300
12,121,item3,2024-03-26,1,20,2,40
15,123,item8,2024-04-20,7,40,8,320
16,122,item8,2024-07-05,4,40,8,320
18,123,item4,2024-06-01,8,52,7,364
17,121,item4,2024-08-16,3,52,8,416
13,121,item6,2024-05-08,2,1.5,7,10.5
5,121,item7,2024-03-28,3,100,5,500
4,122,item5,2024-03-12,6,110,2,220
12,122,item7,2024-07-06,6,100,1,100
17,122,item8,2024-08-16,4,40,6,240
17,121,item7,2024-08-06,1,100,6,600
18,122,item3,2024-06-11,5,20,9,180
4,122,item1,2024-05-27,4,212,8,1696
20,121,item6,2024-05-21,1,1.5,8,12.0
19,123,item3,2024-05-02,9,20,2,40
18,123,item5,2024-03-14,8,110,10,1100
7,122,item6,2024-05-06,5,1.5,1,1.5
2,121,item6,2024-04-01,3,1.5,2,3.0
13,122,item5,2024-07-14,4,110,3,330
7,121,item5,2024-07-14,2,110,7,770
14,122,item8,2024-06-19,5,40,9,360
12,123,item6,2024-07-13,9,1.5,9,13.5
17,122,item8,2024-05-17,6,40,6,240
2,122,item3,2024-04-28,5,20,5,100
13,121,item2,2024-04-24,2,50,8,400
17,122,item3,2024-05-29,6,20,6,120
6,123,item2,2024-04-18,8,50,2,100
8,121,item7,2024-07-31,2,100,7,700
10,123,item8,2024-04-19,7,40,5,200
2,121,item5,2024-06-07,1,110,4,440
14,123,item7,2024-06-20,9,100,3,300
3,122,item8,2024-04-24,6,40,4,160
16,123,item8,2024-07-10,8,40,6,240
2,121,item5,2024-06-14,3,110,9,990
4,121,item8,2024-04-06,1,40,2,80
14,121,item5,2024-03-09,2,110,8,880
6,121,item8,2024-06-14,3,40,7,280
1,122,item6,2024-08-14,6,1.5,7,10.5
19,121,item6,2024-06-21,3,1.5,1,1.5
9,122,item6,2024-03-19,4,1.5,1,1.5
15,122,item3,2024-05-21,5,20,1,20
15,121,item4,2024-08-16,3,52,9,468
17,122,item2,2024-05-10,4,50,1,50
19,122,item1,2024-07-23,4,212,5,1060
10,123,item1,2024-05-23,8,212,2,424
19,123,item3,2024-07-13,9,20,9,180
8,122,item3,2024-04-18,6,20,3,60
15,122,item8,2024-07-25,6,40,8,320
17,123,item4,2024-08-15,8,52,5,260
12,122,item2,2024-07-16,6,50,9,450
5,121,item5,2024-04-15,1,110,9,990
4,123,item3,2024-08-17,7,20,6,120
15,123,item3,2024-06-22,9,20,4,80
7,122,item8,2024-03-26,5,40,1,40
14,123,item8,2024-04-17,9,40,5,200
15,122,item2,2024-04-28,6,50,8,400
19,122,item5,2024-03-21,4,110,7,770
5,122,item2,2024-07-29,4,50,2,100
3,123,item6,2024-04-17,8,1.5,4,6.0
3,123,item7,2024-07-22,7,100,4,400
17,123,item5,2024-06-28,8,110,3,330
18,122,item8,2024-05-14,4,40,6,240
11,121,item3,2024-06-01,2,20,4,80
14,122,item5,2024-04-08,4,110,3,330
14,121,item2,2024-08-18,1,50,6,300
19,121,item6,2024-04-17,1,1.5,6,9.0
17,123,item1,2024-03-15,8,212,3,636
8,122,item1,2024-07-24,6,212,4,848
14,122,item7,2024-05-01,5,100,5,500
9,122,item8,2024-06-19,5,40,3,120
4,122,item2,2024-07-24,5,50,9,450
10,121,item8,2024-06-20,2,40,1,40
15,121,item8,2024-03-06,2,40,9,360
6,122,item3,2024-06-11,5,20,1,20
9,123,item1,2024-06-16,9,212,6,1272
19,122,item6,2024-06-12,6,1.5,3,4.5
5,121,item4,2024-04-02,2,52,7,364
5,121,item7,2024-04-21,1,100,4,400
9,121,item1,2024-08-05,1,212,1,212
2,123,item3,2024-03-07,7,20,2,40
4,122,item1,2024-07-21,4,212,10,2120
17,123,item6,2024-04-13,8,1.5,1,1.5
8,121,item1,2024-07-04,2,212,9,1908
1,122,item8,2024-03-26,6,40,10,400
17,121,item3,2024-06-16,2,20,7,140
9,122,item3,2024-03-07,4,20,8,160
6,121,item8,2024-04-28,3,40,7,280
2,121,item8,2024-06-12,2,40,10,400
10,122,item1,2024-04-23,4,212,3,636
5,123,item3,2024-03-24,9,20,10,200
2,123,item3,2024-04-08,9,20,9,180
8,121,item8,2024-07-21,1,40,7,280
9,123,item5,2024-06-17,8,110,9,990
11,122,item5,2024-07-29,5,110,4,440
14,123,item5,2024-06-04,7,110,7,770
5,121,item8,2024-07-06,1,40,10,400
7,121,item4,2024-05-11,2,52,9,468
14,122,item6,2024-06-11,6,1.5,6,9.0
5,121,item8,2024-03-14,1,40,4,160
7,122,item7,2024-06-25,6,100,5,500
6,121,item8,2024-06-24,2,40,3,120
18,121,item2,2024-05-27,2,50,4,200
9,123,item3,2024-05-28,9,20,3,60
15,121,item2,2024-07-11,2,50,6,300
13,122,item8,2024-08-14,6,40,9,360
14,122,item5,2024-08-02,6,110,1,110
20,123,item7,2024-04-25,7,100,10,1000
18,121,item7,2024-05-13,2,100,3,300
8,122,item2,2024-04-01,6,50,5,250
20,121,item5,2024-05-04,1,110,8,880
18,123,item3,2024-05-17,8,20,7,140
6,123,item4,2024-03-31,9,52,10,520
14,122,item1,2024-07-06,6,212,1,212
15,122,item8,2024-03-26,4,40,6,240
7,122,item4,2024-06-08,5,52,9,468
8,122,item5,2024-08-05,5,110,4,440
17,121,item5,2024-07-19,2,110,5,550
9,121,item8,2024-05-09,3,40,3,120
18,122,item7,2024-05-13,5,100,5,500
18,123,item2,2024-07-31,9,50,9,450
9,123,item3,2024-05-04,7,20,9,180
7,123,item8,2024-04-22,9,40,10,400
12,123,item2,2024-05-31,7,50,4,200
6,121,item5,2024-04-12,3,110,1,110
16,123,item1,2024-08-09,7,212,2,424
15,121,item6,2024-05-18,2,1.5,6,9.0
14,123,item6,2024-06-29,7,1.5,7,10.5
19,122,item4,2024-04-03,6,52,2,104
20,123,item4,2024-07-23,7,52,9,468
6,122,item8,2024-07-22,6,40,4,160
18,123,item8,2024-04-04,7,40,2,80
6,123,item3,2024-07-17,9,20,9,180
3,121,item3,2024-04-05,2,20,7,140
7,122,item1,2024-04-18,5,212,10,2120
3,123,item6,2024-06-26,9,1.5,2,3.0
18,122,item6,2024-08-13,5,1.5,4,6.0
8,122,item6,2024-07-03,4,1.5,9,13.5
8,122,item1,2024-04-21,5,212,3,636
18,123,item4,2024-05-15,9,52,6,312
11,121,item8,2024-07-17,1,40,9,360
7,122,item1,2024-05-06,6,212,4,848
8,123,item6,2024-06-09,8,1.5,1,1.5
12,123,item4,2024-08-10,9,52,2,104
2,121,item1,2024-08-14,3,212,6,1272
18,121,item6,2024-03-15,1,1.5,6,9.0
10,122,item2,2024-04-28,6,50,5,250
2,123,item3,2024-08-10,9,20,6,120
12,122,item6,2024-04-15,4,1.5,4,6.0
18,122,item1,2024-07-23,4,212,9,1908
19,122,item1,2024-03-03,4,212,7,1484
14,121,item8,2024-06-10,3,40,7,280
3,121,item2,2024-05-09,3,50,6,300
13,121,item5,2024-06-06,2,110,8,880
16,123,item2,2024-07-21,8,50,7,350
1,123,item4,2024-05-14,9,52,7,364
2,123,item5,2024-04-14,7,110,9,990
19,123,item7,2024-06-30,7,100,4,400
2,123,item1,2024-04-24,7,212,7,1484
3,123,item1,2024-05-18,9,212,3,636
12,123,item4,2024-07-20,7,52,1,52
17,123,item5,2024-07-09,8,110,3,330
15,123,item4,2024-07-22,8,52,4,208
9,123,item8,2024-07-21,9,40,3,120
15,123,item5,2024-07-22,8,110,2,220
2,123,item6,2024-08-02,7,1.5,7,10.5
6,122,item4,2024-05-03,6,52,8,416
6,122,item2,2024-06-20,6,50,10,500
13,123,item5,2024-05-29,9,110,5,550
20,122,item7,2024-07-27,4,100,3,300
15,121,item7,2024-03-29,2,100,5,500
17,121,item3,2024-08-10,1,20,10,200
5,123,item3,2024-04-30,9,20,3,60
8,123,item7,2024-08-10,7,100,1,100
5,123,item2,2024-07-26,9,50,9,450
14,121,item2,2024-06-16,1,50,2,100
5,122,item8,2024-06-11,6,40,9,360
17,123,item6,2024-04-15,7,1.5,4,6.0
5,123,item5,2024-04-24,7,110,2,220
19,123,item5,2024-07-19,9,110,10,1100
16,121,item4,2024-07-19,2,52,10,520
10,122,item5,2024-07-26,6,110,6,660
9,123,item5,2024-04-26,8,110,9,990
3,121,item3,2024-08-02,2,20,8,160
16,122,item2,2024-06-28,4,50,3,150
14,122,item4,2024-03-26,5,52,6,312
17,122,item5,2024-07-28,5,110,6,660
3,121,item3,2024-05-21,3,20,10,200
15,122,item1,2024-08-06,4,212,4,848
1,122,item4,2024-07-31,5,52,10,520
7,123,item3,2024-05-04,8,20,4,80
17,121,item6,2024-05-30,1,1.5,3,4.5
12,122,item8,2024-04-13,5,40,7,280
17,123,item4,2024-03-31,8,52,10,520
20,122,item1,2024-05-30,5,212,3,636
20,123,item6,2024-08-14,8,1.5,8,12.0
4,121,item5,2024-03-14,2,110,4,440
15,121,item4,2024-04-17,1,52,7,364
3,121,item4,2024-03-04,3,52,5,260
3,122,item2,2024-04-12,5,50,10,500
12,121,item8,2024-07-05,1,40,3,120
19,121,item7,2024-06-16,3,100,10,1000
19,121,item5,2024-03-16,1,110,7,770
9,121,item1,2024-03-30,2,212,2,424
17,122,item5,2024-03-04,6,110,3,330
6,121,item4,2024-04-21,3,52,2,104
17,121,item2,2024-06-16,1,50,10,500
11,123,item4,2024-06-06,7,52,7,364
7,122,item7,2024-03-26,4,100,7,700
19,122,item7,2024-07-09,6,100,9,900
3,123,item5,2024-04-01,7,110,2,220
20,122,item7,2024-07-21,4,100,5,500
4,121,item1,2024-06-23,1,212,4,848
14,121,item7,2024-04-25,1,100,9,900
11,123,item4,2024-05-06,8,52,4,208
5,123,item6,2024-08-10,8,1.5,1,1.5
14,122,item1,2024-07-11,5,212,7,1484
19,122,item7,2024-07-15,4,100,7,700
18,121,item5,2024-06-13,2,110,2,220
17,123,item1,2024-04-07,7,212,4,848
15,121,item3,2024-04-14,3,20,3,60
16,123,item3,2024-03-10,9,20,5,100
7,121,item8,2024-07-19,1,40,4,160
4,123,item6,2024-08-15,7,1.5,4,6.0
4,122,item4,2024-03-06,5,52,10,520
16,123,item5,2024-06-07,8,110,3,330
5,123,item5,2024-04-24,7,110,3,330
3,121,item2,2024-08-17,3,50,5,250
11,121,item4,2024-04-03,1,52,1,52
4,123,item4,2024-06-23,9,52,7,364
6,121,item1,2024-03-28,2,212,5,1060
16,121,item4,2024-05-19,2,52,2,104
3,121,item6,2024-06-18,1,1.5,9,13.5
11,121,item1,2024-05-23,3,212,1,212
5,123,item5,2024-06-19,9,110,4,440
5,121,item4,2024-03-27,2,52,3,156
19,123,item6,2024-05-17,8,1.5,9,13.5
